"Statistic Label","Census Year","Towns 2022","Means of Travel","UNIT","VALUE"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Train, DART or LUAS","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Car Driver","Number","2"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Car passenger","Number","36"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Work mainly at or from home","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Not stated","Number","8"
"Usually resident by means of travel to school, college or childcare","2022","Collinstown, Co Westmeath","Total","Number","90"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","On Foot","Number","111"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Bicycle","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Bus, minibus or coach","Number","23"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Train, DART or LUAS","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Car Driver","Number","6"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Car passenger","Number","169"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Work mainly at or from home","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Not stated","Number","30"
"Usually resident by means of travel to school, college or childcare","2022","Castlepollard, Co Westmeath","Total","Number","342"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","On Foot","Number","201"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Bicycle","Number","3"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Bus, minibus or coach","Number","37"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Train, DART or LUAS","Number","3"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Car Driver","Number","13"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Car passenger","Number","124"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Other (incl. lorry)","Number","2"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Work mainly at or from home","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Not stated","Number","31"
"Usually resident by means of travel to school, college or childcare","2022","Rochfortbridge, Co Westmeath","Total","Number","414"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","On Foot","Number","1382"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Bicycle","Number","174"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Bus, minibus or coach","Number","322"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Train, DART or LUAS","Number","142"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Motorcycle or scooter","Number","4"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Car Driver","Number","148"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Car passenger","Number","3048"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Van","Number","8"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Other (incl. lorry)","Number","9"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Work mainly at or from home","Number","21"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Not stated","Number","703"
"Usually resident by means of travel to school, college or childcare","2022","Mullingar, Co Westmeath","Total","Number","5961"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","On Foot","Number","24"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Bicycle","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Bus, minibus or coach","Number","17"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Train, DART or LUAS","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Motorcycle or scooter","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Car Driver","Number","5"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Car passenger","Number","31"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Van","Number","0"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Work mainly at or from home","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Not stated","Number","7"
"Usually resident by means of travel to school, college or childcare","2022","Tyrrellspass, Co Westmeath","Total","Number","87"
"Usually resident by means of travel to school, college or childcare","2022","Multyfarnham, Co Westmeath","On Foot","Number","32"
"Usually resident by means of travel to school, college or childcare","2022","Multyfarnham, Co Westmeath","Bicycle","Number","1"
"Usually resident by means of travel to school, college or childcare","2022","Multyfarnham, Co Westmeath","Bus, minibus or coach","Number","20"
"Usually resident by means of travel to school, college or childcare","2022","Multyfarnham, Co Westmeath","Train, DART or LUAS","Number","2"
